image_path,user_id,vehicle_location,user_location,label
data\face\lfw-deepfunneled/Maria_Shriver/Maria_Shriver_0005.jpg,1021,40.75836407429207;-73.9858510536501,40.71264394091186;-74.00637068133136,0
data\face\lfw-deepfunneled/Elton_John/Elton_John_0003.jpg,435,40.74608517094094;-73.96707043283105,40.71282050307393;-74.0050156652937,0
data\face\lfw-deepfunneled/Matt_Damon/Matt_Damon_0004.jpg,1074,40.71359859749196;-74.00539149498229,40.71354866369956;-74.00556507133888,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0116.jpg,309,40.748846252442625;-73.96774888441567,40.74894503081445;-73.96782761178535,1
data\face\lfw-deepfunneled/Alvaro_Silva_Calderon/Alvaro_Silva_Calderon_0004.jpg,63,40.71275131203411;-74.0060869205188,40.71275519014524;-74.00608182615875,1
data\face\lfw-deepfunneled/Emile_Lahoud/Emile_Lahoud_0001.jpg,438,40.7600801115122;-74.08110914221528,40.7483531762802;-73.97019233426587,0
data\face\lfw-deepfunneled/Jon_Gruden/Jon_Gruden_0002.jpg,814,40.68543325987844;-73.86798830562412,40.68555304554977;-73.86793900727652,1
data\face\lfw-deepfunneled/Tom_Coverdale/Tom_Coverdale_0002.jpg,1569,40.71279841401211;-74.0060032096542,40.748679581910615;-73.96772906553939,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0064.jpg,537,40.74893124193905;-73.96815931433517,40.74888058905346;-73.96800354553645,1
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0036.jpg,1468,40.70947383059075;-74.00341295502535,40.74888574304522;-73.9676661320678,0
data\face\lfw-deepfunneled/Christine_Baumgartner/Christine_Baumgartner_0001.jpg,283,40.75798631307365;-73.9852883002224,40.74551580153876;-73.96899479017257,0
data\face\lfw-deepfunneled/Lord_Hutton/Lord_Hutton_0002.jpg,983,40.75988814816364;-73.98751022251425,40.56739891420974;-73.75179824153437,0
data\face\lfw-deepfunneled/Silvan_Shalom/Silvan_Shalom_0006.jpg,1489,40.757724931990126;-73.9850861508617,40.75763388177062;-73.98499245352228,1
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0048.jpg,111,40.74892468129608;-73.96800359237359,40.7578260005699;-73.985966108257,0
data\face\lfw-deepfunneled/Cathy_Freeman/Cathy_Freeman_0001.jpg,247,40.757273263349724;-73.98528218361051,40.75720307405405;-73.9850982605162,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0029.jpg,769,40.757969578918335;-73.98535739133209,40.7578850055247;-73.98523768355523,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0081.jpg,532,40.75479871185278;-73.9872406007231,40.75487719101746;-73.98727712080873,1
data\face\lfw-deepfunneled/Rainer_Schuettler/Rainer_Schuettler_0002.jpg,1315,40.749154762622844;-73.96802206883454,40.7491666683844;-73.96791888477023,1
data\face\lfw-deepfunneled/Doris_Schroeder/Doris_Schroeder_0001.jpg,396,40.712136447490806;-74.00736509089943,40.71205257090569;-74.00725881450101,1
data\face\lfw-deepfunneled/Hosni_Mubarak/Hosni_Mubarak_0001.jpg,624,40.75808622971372;-73.98569904740746,40.81194447158149;-73.96249272851881,0
data\face\lfw-deepfunneled/Matt_Doherty/Matt_Doherty_0002.jpg,1076,40.71422203469711;-74.00752483540423,40.71415998865975;-74.00750093042086,1
data\face\lfw-deepfunneled/Dominique_de_Villepin/Dominique_de_Villepin_0015.jpg,386,40.759619927543966;-73.98249627028864,40.7595451301402;-73.98257934728039,1
data\face\lfw-deepfunneled/Joe_Lieberman/Joe_Lieberman_0003.jpg,762,40.757905977551246;-73.98537314039655,40.75782022847344;-73.98544509072624,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0347.jpg,532,40.74764211027056;-73.96875533493873,40.71089857932028;-74.00622760063763,0
data\face\lfw-deepfunneled/Jean_Chretien/Jean_Chretien_0018.jpg,710,40.71290265618277;-74.00617689415677,40.71295163022156;-74.00614930363766,1
data\face\lfw-deepfunneled/Catherine_Deneuve/Catherine_Deneuve_0001.jpg,245,40.713526461268266;-74.00417439380453,40.74871933700361;-73.96813348425088,0
data\face\lfw-deepfunneled/Tomoko_Hagiwara/Tomoko_Hagiwara_0002.jpg,1585,40.71202967064968;-74.00384124060706,40.71206676408319;-74.00386921798507,1
data\face\lfw-deepfunneled/Walter_Mondale/Walter_Mondale_0003.jpg,1633,40.74881236308934;-73.9679515143093,40.748864943839024;-73.9678365803015,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0286.jpg,532,40.6881559084775;-74.08208652577026,40.71231851225856;-74.0042565372205,0
data\face\lfw-deepfunneled/Ian_Thorpe/Ian_Thorpe_0002.jpg,634,40.712812076094046;-74.00603149508069,40.74391286642013;-73.9702033851955,0
data\face\lfw-deepfunneled/Mariana_Pollack/Mariana_Pollack_0001.jpg,1024,40.74717906009841;-73.96686704773124,40.747258827061;-73.96686614817511,1
data\face\lfw-deepfunneled/Norah_Jones/Norah_Jones_0010.jpg,1203,40.71392010111905;-74.00888434150995,40.71379676566985;-74.0087890051575,1
data\face\lfw-deepfunneled/Kate_Hudson/Kate_Hudson_0006.jpg,868,40.757759545716894;-73.98341130502868,40.65668470321518;-74.02258313165136,0
data\face\lfw-deepfunneled/Carlos_Menem/Carlos_Menem_0011.jpg,226,40.74618015007099;-73.9695879158858,40.71341521126798;-74.00738370621436,0
data\face\lfw-deepfunneled/Noelle_Bush/Noelle_Bush_0002.jpg,1201,40.7129626758639;-74.00567391109007,40.7128650672477;-74.00587919539362,1
data\face\lfw-deepfunneled/Colin_Farrell/Colin_Farrell_0005.jpg,306,40.75769504536343;-73.98585555752976,40.757702955264975;-73.98595149851253,1
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0039.jpg,537,40.71352283912502;-74.0055954985538,40.71340458705843;-74.00553959343897,1
data\face\lfw-deepfunneled/Dennis_Erickson/Dennis_Erickson_0001.jpg,363,40.75827384359038;-73.98557175848521,40.750036494309406;-73.96801127304641,0
data\face\lfw-deepfunneled/Salma_Hayek/Salma_Hayek_0009.jpg,1440,40.7127132051825;-74.00595835189995,40.720382623837686;-73.70326451563416,0
data\face\lfw-deepfunneled/Patricia_Heaton/Patricia_Heaton_0002.jpg,1234,40.712044815512805;-74.00595663325498,40.74890206168978;-73.96764151981797,0
data\face\lfw-deepfunneled/LeBron_James/LeBron_James_0002.jpg,941,40.756581344339985;-73.98476603877606,40.75656052290723;-73.98459583818673,1
data\face\lfw-deepfunneled/William_Donaldson/William_Donaldson_0005.jpg,1646,40.748996571431654;-73.9682242241079,40.74891524526333;-73.96806684059156,1
data\face\lfw-deepfunneled/Mohammed_Al-Douri/Mohammed_Al-Douri_0011.jpg,1152,40.74729856935593;-73.96821356922753,40.75803937048899;-73.98555853696264,0
data\face\lfw-deepfunneled/Nia_Vardalos/Nia_Vardalos_0001.jpg,1190,40.75780465011906;-73.98541171601825,40.75781882015492;-73.98538213665981,1
data\face\lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0008.jpg,127,40.973866402003154;-74.2241779148318,40.71255125128513;-74.00568664328817,0
data\face\lfw-deepfunneled/Nan_Wang/Nan_Wang_0001.jpg,1169,40.71278720383896;-74.00598641882816,40.7127838469722;-74.00599206555606,1
data\face\lfw-deepfunneled/Christopher_Reeve/Christopher_Reeve_0003.jpg,288,40.68456349719362;-73.99655903738729,40.68469132379129;-73.99651446644461,1
data\face\lfw-deepfunneled/Paul_Martin/Paul_Martin_0004.jpg,1250,40.71296121438267;-74.0076339762381,40.712965485835554;-74.0076353126102,1
data\face\lfw-deepfunneled/Raymond_Odierno/Raymond_Odierno_0001.jpg,1326,40.75859561681574;-73.98491483529301,40.75851181517356;-73.98472120284546,1
data\face\lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0028.jpg,908,40.7582832085237;-73.98509308393153,40.71255386027828;-74.00579223505099,0
data\face\lfw-deepfunneled/Don_Nickles/Don_Nickles_0001.jpg,387,40.7583376421638;-73.98603747806007,40.746904888901724;-73.96803793143836,0
data\face\lfw-deepfunneled/Christopher_Patten/Christopher_Patten_0002.jpg,287,40.71255386027828;-74.00579223505099,40.757757640146096;-73.98534783604681,0
data\face\lfw-deepfunneled/Bruce_Weber/Bruce_Weber_0001.jpg,209,40.71386579574827;-74.00461154646982,40.757776534263805;-73.9848761047991,0
data\face\lfw-deepfunneled/Fidel_Castro/Fidel_Castro_0001.jpg,475,40.75754367896282;-73.98699342983433,40.75730301466181;-73.98705856406784,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0339.jpg,532,40.74863720644636;-73.96805138825411,40.711545405653;-74.00534904886631,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0060.jpg,537,40.685073959175206;-74.25730684647044,40.7470119025261;-73.96951373743403,0
data\face\lfw-deepfunneled/John_McCain/John_McCain_0006.jpg,784,40.75632224901545;-73.98557865916642,40.756313426527896;-73.9854615231315,1
data\face\lfw-deepfunneled/Natalie_Maines/Natalie_Maines_0005.jpg,1182,40.71282561364483;-74.00534265880243,40.71268578292579;-74.00531529537285,1
data\face\lfw-deepfunneled/Tyler_Hamilton/Tyler_Hamilton_0001.jpg,1601,40.75910227147831;-73.98393402704842,40.74879486702064;-73.96803431773803,0
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0022.jpg,116,40.749030693376106;-73.9681717813374,40.74901030568898;-73.96813703739514,1
data\face\lfw-deepfunneled/Meryl_Streep/Meryl_Streep_0008.jpg,1088,40.7493288808332;-73.9675629179696,40.74922529155548;-73.96733682500204,1
data\face\lfw-deepfunneled/Melissa_Etheridge/Melissa_Etheridge_0001.jpg,1087,40.71275335769635;-74.0068067950145,40.7127509728609;-74.00661795347534,1
data\face\lfw-deepfunneled/Adam_Scott/Adam_Scott_0002.jpg,11,40.71271884796104;-74.00619194324518,40.74846861347083;-73.96941238427603,0
data\face\lfw-deepfunneled/Megawati_Sukarnoputri/Megawati_Sukarnoputri_0021.jpg,1082,40.82788597162025;-74.00186080565517,40.82789813994986;-74.00178581133368,1
data\face\lfw-deepfunneled/Igor_Ivanov/Igor_Ivanov_0006.jpg,637,40.75810922575295;-73.98563346792405,40.75792878917745;-73.98560628952353,1
data\face\lfw-deepfunneled/Fidel_Castro/Fidel_Castro_0018.jpg,475,40.81194447158149;-73.96249272851881,40.71062957728088;-74.00471928715653,0
data\face\lfw-deepfunneled/John_Stockton/John_Stockton_0001.jpg,799,40.71277982420723;-74.00689505951861,40.7128382479096;-74.00693638013085,1
data\face\lfw-deepfunneled/Paul_Martin/Paul_Martin_0007.jpg,1250,40.74865511255432;-73.96785191740716,40.74880102972266;-73.96793322241466,1
data\face\lfw-deepfunneled/Jennifer_Capriati/Jennifer_Capriati_0036.jpg,721,40.75826011746352;-73.98606649887077,40.75819416809435;-73.98620760474994,1
data\face\lfw-deepfunneled/Pascal_Lamy/Pascal_Lamy_0002.jpg,1228,40.74883040201137;-73.96793094623074,40.74889143710859;-73.9679077907335,1
data\face\lfw-deepfunneled/Tubby_Smith/Tubby_Smith_0002.jpg,1599,40.53064939722461;-73.98465237556266,40.71276366552363;-74.00590349300666,0
data\face\lfw-deepfunneled/Mohammed_Al-Douri/Mohammed_Al-Douri_0013.jpg,1152,40.74867171287373;-73.96800932708292,40.748660317374814;-73.96813892210132,1
data\face\lfw-deepfunneled/Luis_Figo/Luis_Figo_0002.jpg,990,40.71277063424075;-74.00583240807023,40.71270338540439;-74.00578871867135,1
data\face\lfw-deepfunneled/Ronald_Reagan/Ronald_Reagan_0001.jpg,1414,40.75806506038543;-73.98546808257656,40.7113599834813;-74.00484484465017,0
data\face\lfw-deepfunneled/Liza_Minnelli/Liza_Minnelli_0005.jpg,979,40.74607925092535;-73.96967148719578,40.74608065905798;-73.96978360929872,1
data\face\lfw-deepfunneled/Georgi_Parvanov/Georgi_Parvanov_0001.jpg,533,40.71260499352483;-74.00622707493692,40.74909063912326;-73.96786954467365,0
data\face\lfw-deepfunneled/Jerry_Springer/Jerry_Springer_0004.jpg,734,40.71141169473089;-74.00560517720645,40.711269502908905;-74.00536378937139,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0260.jpg,532,40.71186773651068;-74.00613826982898,40.71175444973741;-74.00612455040523,1
data\face\lfw-deepfunneled/Branko_Crvenkovski/Branko_Crvenkovski_0001.jpg,195,40.74823321455812;-73.96533811704485,40.74807050085073;-73.96545909439936,1
data\face\lfw-deepfunneled/Derek_Jeter/Derek_Jeter_0004.jpg,369,40.84418693969296;-74.12308062315817,40.75992222177291;-73.98654741786132,0
data\face\lfw-deepfunneled/Andre_Agassi/Andre_Agassi_0005.jpg,78,40.97056779242522;-73.77951378590242,40.7582598768473;-73.98591736377021,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0001.jpg,537,40.74871801208104;-73.96861132503025,40.71449779587744;-74.0051609611869,0
data\face\lfw-deepfunneled/Jon_Voight/Jon_Voight_0001.jpg,815,40.71280605777306;-74.00590300243317,40.71288887315126;-74.00589090157786,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0416.jpg,532,40.71255872764242;-74.00334162260499,40.74890874356868;-73.96808603051403,0
data\face\lfw-deepfunneled/David_Heyman/David_Heyman_0002.jpg,344,40.75773709157796;-73.98505146065658,40.75774106892349;-73.98497661370125,1
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0012.jpg,656,40.74937859938973;-73.96911586493457,40.749271049558;-73.96908914132833,1
data\face\lfw-deepfunneled/Bob_Beauprez/Bob_Beauprez_0002.jpg,178,40.749006653520865;-73.9681061689378,40.74898362007994;-73.96811655157444,1
data\face\lfw-deepfunneled/Michael_Jordan/Michael_Jordan_0001.jpg,1100,40.71254145667567;-74.00603934917606,40.75691869957269;-73.98383645930626,0
data\face\lfw-deepfunneled/Vladimir_Putin/Vladimir_Putin_0014.jpg,1628,40.74903809440472;-73.96771818093939,40.84418693969296;-74.12308062315817,0
data\face\lfw-deepfunneled/Jim_OBrien/Jim_OBrien_0002.jpg,749,40.74650982801053;-73.96779444492032,40.74658343396997;-73.96780159081426,1
data\face\lfw-deepfunneled/Emma_Thompson/Emma_Thompson_0001.jpg,440,40.74875067361964;-73.9682099871542,40.74884447874178;-73.96802092007337,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0014.jpg,769,40.75828654235803;-73.98529177795227,40.758287082371126;-73.98543376385098,1
data\face\lfw-deepfunneled/Robert_Duvall/Robert_Duvall_0007.jpg,1381,40.71265720048178;-74.00591155540654,40.748871336462464;-73.9679712525568,0
data\face\lfw-deepfunneled/Chok_Tong_Goh/Chok_Tong_Goh_0001.jpg,273,40.71232573457583;-74.0050772656053,40.71242413617167;-74.00511401599663,1
data\face\lfw-deepfunneled/Paul_McCartney/Paul_McCartney_0004.jpg,1251,40.712846496187545;-74.00616190534939,40.712794741407;-74.00634249854836,1
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0007.jpg,392,40.74892468129608;-73.96800359237359,40.75815476992808;-73.98580756207424,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0313.jpg,532,40.71168879156857;-74.00660654298903,40.71055945221704;-74.05368632938914,0
data\face\lfw-deepfunneled/Sergey_Lavrov/Sergey_Lavrov_0005.jpg,1470,40.74900688062487;-73.96994026143781,40.71545233888267;-74.00563277093916,0
data\face\lfw-deepfunneled/Kevin_Spacey/Kevin_Spacey_0003.jpg,890,40.74774337018924;-73.9671357381008,40.71015561052104;-74.00517220451704,0
data\face\lfw-deepfunneled/Dennis_Hastert/Dennis_Hastert_0006.jpg,364,40.74834774358799;-73.96743665304925,40.75691635438594;-73.98661752165049,0
data\face\lfw-deepfunneled/Chang_Dae-whan/Chang_Dae-whan_0001.jpg,256,40.714558183442115;-74.00524213614713,40.71437283663944;-74.00527863786088,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0361.jpg,532,40.83036369655458;-73.72963617705207,40.831453126172285;-73.78847675548643,0
data\face\lfw-deepfunneled/Claudia_Schiffer/Claudia_Schiffer_0001.jpg,303,40.70908871774991;-74.00755202132713,40.70905560134669;-74.00751459605706,1
data\face\lfw-deepfunneled/Will_Smith/Will_Smith_0002.jpg,1642,40.71114481360943;-74.00659633664824,40.74938203582317;-73.96736711886865,0
data\face\lfw-deepfunneled/Jose_Maria_Aznar/Jose_Maria_Aznar_0005.jpg,829,40.78423610107841;-74.08176468731858,40.71277013960358;-74.00555529273556,0
data\face\lfw-deepfunneled/Ray_Romano/Ray_Romano_0002.jpg,1325,40.758315539520325;-73.98559243959053,40.75837605642699;-73.985441952843,1
data\face\lfw-deepfunneled/Lee_Soo-hyuck/Lee_Soo-hyuck_0002.jpg,947,40.736544136211066;-73.92176269312772,40.73658632581548;-73.9217613612351,1
data\face\lfw-deepfunneled/Joschka_Fischer/Joschka_Fischer_0013.jpg,825,40.74539664091375;-73.96874894585936,40.75820440798516;-73.9854623101472,0
data\face\lfw-deepfunneled/Robert_Torricelli/Robert_Torricelli_0001.jpg,1391,40.75785060086506;-73.98620935551446,40.7492397629745;-73.96761741997666,0
data\face\lfw-deepfunneled/Gene_Robinson/Gene_Robinson_0001.jpg,514,40.71262051288457;-74.0055871458926,40.7126183119348;-74.00561605261821,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0250.jpg,532,40.71299092599265;-74.00524235317201,40.75785273151337;-73.98498788714588,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0085.jpg,309,40.83709881143246;-74.21991867243072,40.71606053137543;-74.00626816262567,0
data\face\lfw-deepfunneled/Taha_Yassin_Ramadan/Taha_Yassin_Ramadan_0010.jpg,1531,40.75671731398907;-73.98526228169379,40.75657176367012;-73.98515716772064,1
data\face\lfw-deepfunneled/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0003.jpg,1451,40.756746429006256;-73.98548243207902,40.756704285913386;-73.98534468779371,1
data\face\lfw-deepfunneled/Tiger_Woods/Tiger_Woods_0019.jpg,1557,40.749135408940546;-73.96816882213389,40.74894363052236;-73.96822328394991,1
data\face\lfw-deepfunneled/Vitali_Klitschko/Vitali_Klitschko_0001.jpg,1626,40.74901030568898;-73.96813703739514,40.7113599834813;-74.00484484465017,0
data\face\lfw-deepfunneled/Paul_Martin/Paul_Martin_0001.jpg,1250,40.74912884025196;-73.96726307965069,40.74928699548818;-73.96729632493533,1
data\face\lfw-deepfunneled/Bernard_Law/Bernard_Law_0002.jpg,148,40.75642063457309;-73.98710733873978,40.7564546248332;-73.98713229896951,1
data\face\lfw-deepfunneled/Hosni_Mubarak/Hosni_Mubarak_0001.jpg,624,40.71258205518136;-74.0061129064172,40.71251726581908;-74.00612261144538,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0469.jpg,532,40.75055828889944;-73.96621945454166,40.70914595451568;-74.00666741864019,0
data\face\lfw-deepfunneled/John_Snow/John_Snow_0004.jpg,796,40.712000151406805;-74.00559605787113,40.75870948189288;-73.98592726770285,0
data\face\lfw-deepfunneled/Guillermo_Canas/Guillermo_Canas_0001.jpg,570,40.623804799451726;-74.25199546535796,40.623753064284905;-74.25220649544147,1
data\face\lfw-deepfunneled/Hans_Blix/Hans_Blix_0015.jpg,588,40.74866987129372;-73.96800289414537,40.71282800330346;-74.00605496446201,0
data\face\lfw-deepfunneled/Jennifer_Garner/Jennifer_Garner_0004.jpg,723,40.75796206624834;-73.98543570743054,40.75802587155216;-73.98550144835758,1
data\face\lfw-deepfunneled/John_McCallum/John_McCallum_0002.jpg,785,40.6664560481157;-74.19430765249828,40.71292734097497;-74.00634607785945,0
data\face\lfw-deepfunneled/Kirk_Johnson/Kirk_Johnson_0001.jpg,904,40.88504451562704;-74.02260290152444,40.75795685072836;-73.98510978299149,0
data\face\lfw-deepfunneled/Omar_Sharif/Omar_Sharif_0002.jpg,1212,40.652831155033645;-73.85328559181566,40.65272211327424;-73.85323779259798,1
data\face\lfw-deepfunneled/Flor_Montulo/Flor_Montulo_0001.jpg,478,40.57370639181699;-73.87509804689866,40.75797508109205;-73.98546558918989,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0419.jpg,532,40.75811749302762;-73.98573209953294,40.75814308994968;-73.98566007460343,1
data\face\lfw-deepfunneled/Luke_Walton/Luke_Walton_0002.jpg,995,40.70945886577357;-74.00674446807564,40.709489868666594;-74.00664357789027,1
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0038.jpg,116,40.71271249972232;-74.00591389885017,40.7578260005699;-73.985966108257,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0026.jpg,392,40.71257512048379;-74.00576019869219,40.758402587043626;-73.98492576606422,0
data\face\lfw-deepfunneled/Jennifer_Lopez/Jennifer_Lopez_0001.jpg,725,40.75887821072399;-73.98647553228946,40.75889517159373;-73.98648636979809,1
data\face\lfw-deepfunneled/Michael_Chiklis/Michael_Chiklis_0005.jpg,1096,40.757085475606;-73.98408515855279,40.74887247646864;-73.9660323241497,0
data\face\lfw-deepfunneled/Richard_Sambrook/Richard_Sambrook_0001.jpg,1349,40.62239993650086;-73.89165014424874,40.71299092599265;-74.00524235317201,0
data\face\lfw-deepfunneled/John_Rosa/John_Rosa_0002.jpg,793,40.596752238022574;-74.09253129397476,40.59685852538815;-74.09250285781424,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0337.jpg,532,40.90128037407582;-74.00816502314666,40.713328362647566;-74.00579065860651,0
data\face\lfw-deepfunneled/Venus_Williams/Venus_Williams_0003.jpg,1614,40.757878975088495;-73.98521046065676,40.71190824540195;-74.00486515298763,0
data\face\lfw-deepfunneled/Dino_de_Laurentis/Dino_de_Laurentis_0001.jpg,382,40.71278635377698;-74.00590145843074,40.75777731739627;-73.98601324512437,0
data\face\lfw-deepfunneled/Laura_Bush/Laura_Bush_0001.jpg,932,40.75081246607303;-73.9677033762967,40.76242206756395;-73.9844601078,0
data\face\lfw-deepfunneled/Hichiro_Naemura/Hichiro_Naemura_0002.jpg,613,40.53204229380204;-74.19229984370338,40.75819055402457;-73.9858364535267,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0024.jpg,1588,40.74882380712946;-73.96784430027039,40.74867491661945;-73.96781163531979,1
data\face\lfw-deepfunneled/Pierce_Brosnan/Pierce_Brosnan_0008.jpg,1288,40.71253649120085;-74.0057014906512,40.74870723877872;-73.96651594584257,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0031.jpg,392,40.7128931230164;-74.0051845169498,40.71285879017439;-74.00523370551628,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0164.jpg,532,40.757074648266254;-73.98462685039132,40.71132141985089;-74.00528695158397,0
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0069.jpg,630,40.760363036322566;-73.98426956357208,40.71355266882635;-74.00762030130507,0
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0013.jpg,656,40.748957254261406;-73.96858520282532,40.74900664407367;-73.96850292109599,1
data\face\lfw-deepfunneled/Rubens_Barrichello/Rubens_Barrichello_0010.jpg,1422,40.903416799070975;-74.07984832885992,40.90360549821271;-74.07980403975083,1
data\face\lfw-deepfunneled/Silvan_Shalom/Silvan_Shalom_0001.jpg,1489,40.64633572287971;-74.06444734978334,40.75851181517356;-73.98472120284546,0
data\face\lfw-deepfunneled/Rafael_Ramirez/Rafael_Ramirez_0002.jpg,1313,40.745320479979995;-73.96691280208763,40.74533650098336;-73.96710262593805,1
data\face\lfw-deepfunneled/Daniel_Day-Lewis/Daniel_Day-Lewis_0003.jpg,329,40.7490042776008;-73.96807768335756,40.74886106570622;-73.96783462741588,1
data\face\lfw-deepfunneled/Mahathir_Mohamad/Mahathir_Mohamad_0004.jpg,1006,40.74885974620241;-73.96799410803526,40.75532330885629;-73.98497269703476,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0099.jpg,392,40.75809148328143;-73.98574613700954,40.72711391190344;-74.15674046359761,0
data\face\lfw-deepfunneled/Hans_Eichel/Hans_Eichel_0003.jpg,589,40.74741422831071;-73.85461385267976,40.75792491485088;-73.9849862328621,0
data\face\lfw-deepfunneled/Jean_Chretien/Jean_Chretien_0016.jpg,710,40.758368958623365;-73.98519462853655,40.71296479003578;-74.00573823508927,0
data\face\lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0022.jpg,1423,40.71255505240027;-74.00626364840589,40.75782601070855;-73.9858478615379,0
data\face\lfw-deepfunneled/Daniela_Hantuchova/Daniela_Hantuchova_0001.jpg,331,40.75925238114087;-73.9845655090388,40.75929206760651;-73.9845857574731,1
data\face\lfw-deepfunneled/Azra_Akin/Azra_Akin_0003.jpg,132,40.74897278244192;-73.96924642517462,40.71113302968419;-74.00600259754734,0
data\face\lfw-deepfunneled/Ozzy_Osbourne/Ozzy_Osbourne_0001.jpg,1222,40.75051719578099;-73.96818454075198,40.75041359794407;-73.96827814420148,1
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0068.jpg,630,40.711585890977524;-74.00643957185827,40.71158759897182;-74.0066046139836,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0277.jpg,532,40.74892468129608;-73.96800359237359,40.712799292622215;-74.00600274013182,0
data\face\lfw-deepfunneled/John_Howard/John_Howard_0006.jpg,778,40.71274550632911;-74.00607094947637,40.71278800160373;-74.00596314416138,1
data\face\lfw-deepfunneled/Bill_Paxton/Bill_Paxton_0002.jpg,167,40.711656645973356;-74.0047180516141,40.71169300689876;-74.00476141045559,1
data\face\lfw-deepfunneled/Li_Zhaoxing/Li_Zhaoxing_0007.jpg,963,40.74826520712313;-73.96830101959561,40.7482098856188;-73.96809958142639,1
data\face\lfw-deepfunneled/Ed_Smart/Ed_Smart_0001.jpg,405,40.74901982401693;-73.96804053672167,40.74884958059245;-73.96804431638161,1
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0088.jpg,1588,40.75554690334209;-73.98497173679463,40.75532330885629;-73.98497269703476,1
data\face\lfw-deepfunneled/Bill_Paxton/Bill_Paxton_0001.jpg,167,40.759505370219074;-73.98234400321773,40.75955439159911;-73.9824970194951,1
data\face\lfw-deepfunneled/Anthony_LaPaglia/Anthony_LaPaglia_0001.jpg,102,40.74668677827629;-73.97010375473617,40.74683740567262;-73.97002229625318,1
data\face\lfw-deepfunneled/Mariana_Pollack/Mariana_Pollack_0003.jpg,1024,40.71287602657954;-74.00622082137374,40.74652821394695;-73.96665744252888,0
data\face\lfw-deepfunneled/Ahmad_Masood/Ahmad_Masood_0001.jpg,18,40.74871933700361;-73.96813348425088,40.75758496925962;-73.98529039543178,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0070.jpg,309,40.63926336461435;-74.0175243264441,40.63937789973431;-74.01744750414942,1
data\face\lfw-deepfunneled/Bud_Selig/Bud_Selig_0001.jpg,210,40.50638271325895;-73.77706888612505,40.75781882015492;-73.98538213665981,0
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0034.jpg,769,40.748948444626166;-73.96797696606626,40.74875991983677;-73.96794492442682,1
data\face\lfw-deepfunneled/Kristanna_Loken/Kristanna_Loken_0003.jpg,910,40.75809988585079;-73.98802383006452,40.71285555688152;-74.00598820872952,0
data\face\lfw-deepfunneled/Pierre_Pettigrew/Pierre_Pettigrew_0001.jpg,1290,40.712632702647;-74.00647408481427,40.71272407779081;-74.0066301664122,1
